Unnamed: 0	Dataset_Ids	TF_name	Peak_start	Peak_end	Peak_center	Peak_number	Max_Fold_Enrichment	Max_Norm_Fold_Enrichment	Proximal_genes	Center_position_type
163	allR native 1,allR in vitro 1x 2	allR	4595735.0	4596125.0	4595934.0	87	9.13	0.012451	lgoT-yjjM,yjjM	intergenic
164	allR native 1,allR native 2	allR	3565734.0	3565930.0	3565847.0	88	8.93	0.013913	yzgL,yzgL-glgP	genic
165	allR native 1,allR native 2	allR	3605123.0	3605391.0	3605227.0	89	8.61	0.013411	rsmD-yhhL,yhhM	genic
166	allR native 1,allR native 9,allR native 11,allR in vitro 1x 2	allR	2319983.0	2320356.0	2320202.0	90	8.38	0.011431	atoD-atoA-atoE-atoB,atoS-atoC	genic
167	allR native 1,allR native 2	allR	4173366.0	4173544.0	4173453.0	91	8.15	0.013636	coaA,murB-birA	genic
168	allR native 1,allR native 9,allR native 10,allR native 11	allR	1507551.0	1507755.0	1507648.0	92	8.06	0.012021	ydcP,yncJ	genic
169	allR native 1,allR native 2	allR	700441.0	700694.0	700587.0	93	8.01	0.012482	umpH,umpH-nagC	genic
170	allR native 1,allR native 2	allR	283122.0	283308.0	283218.0	94	7.87	0.012266	yagE-yagF,yagG-yagH	genic
171	allR native 1,allR native 2,allR in vitro 1x 2	allR	2644052.0	2644365.0	2644208.0	95	7.45	0.010172	hisS-ispG-yfgA,rlmN	genic
172	allR native 1,allR native 2	allR	2000806.0	2001011.0	2000911.0	96	7.09	0.011045	fliY-fliZ-fliA,yecC-yecS-dcyD-fliY	genic
173	allR native 9,allR native 10,allR native 11	allR	1238986.0	1239234.0	1239121.0	97	6.97	0.011862	dadA-dadX,ymgM	genic
174	allR native 1,allR native 9	allR	3562703.0	3562896.0	3562805.0	98	6.66	0.010374	glpD,yzgL	genic
175	allR native 1,allR native 2	allR	4047073.0	4047260.0	4047167.0	99	6.6	0.01028	polA,spf	genic
176	allR native 1,allR native 2	allR	234482.0	234665.0	234598.0	100	6.56	0.010222	gloB,mltD	genic
177	allR native 1,allR native 2	allR	2659038.0	2659206.0	2659125.0	101	5.55	0.009124	iscX-fdx-hscA,iscX-fdx-hscA-hscB	genic
178	allS inducible 1,allS inducible 2	allS	3192607.0	3193089.0	3192867.0	1	34.6	1.0	ibsD,yqiJ-yqiK	genic
179	allS inducible 1,allS inducible 2	allS	2352276.0	2352740.0	2352528.0	2	34.5	0.99728	glpA-glpB,inaA-glpQ-glpT	intergenic
180	allS inducible 1,allS inducible 2	allS	546258.0	546779.0	546488.0	3	30.73	0.888284	allE-allC-allD,fdrA-ylbF-ybcF-ylbE	intergenic
181	allS inducible 1,allS inducible 2	allS	3757651.0	3758206.0	3757917.0	4	24.81	0.818033	selB-selA,yiaY	intergenic
182	allS inducible 1,allS inducible 2	allS	3665616.0	3666031.0	3665874.0	5	23.96	0.692442	gadX,gadX-gadA	intergenic
183	allS inducible 1,allS inducible 2	allS	2879787.0	2880313.0	2880046.0	6	22.46	0.71889	ygbF,ygbF-ygbT-casE-casD	genic
184	allS inducible 1,allS inducible 2	allS	229071.0	229776.0	229287.0	7	18.5	0.53468	dkgB,yafC	genic
185	allS inducible 1,allS inducible 2	allS	3437677.0	3439504.0	3438750.0	8	18.5	0.704202	mscL,zntR-yhdN-arfA	genic
186	allS inducible 1,allS inducible 2	allS	3843580.0	3844183.0	3843794.0	9	16.18	0.467651	adeQ,yicN	genic
187	allS inducible 1,allS inducible 2	allS	2406949.0	2407328.0	2407159.0	10	14.96	0.432291	alaA,lrhA	intergenic
188	allS inducible 1,allS inducible 2	allS	3032629.0	3033269.0	3032972.0	11	14.87	0.429765	yqfG,yqfH	genic
189	allS inducible 1,allS inducible 2	allS	185760.0	186110.0	185923.0	12	14.51	0.487556	yaeI,yaeI-dapD	genic
190	allS inducible 1,allS inducible 2	allS	1843845.0	1844402.0	1844055.0	13	14.32	0.620563	gdhA,ynjI	genic
191	allS inducible 1,allS inducible 2	allS	1213848.0	1214208.0	1214059.0	14	14.05	0.406256	ycgE,ycgX	genic
192	allS inducible 1,allS inducible 2	allS	4591535.0	4592022.0	4591657.0	15	14.05	0.425133	lgoT,tsr	intergenic
193	allS inducible 1,allS inducible 2	allS	1746521.0	1747738.0	1747305.0	16	14.03	0.599755	ydhS,ydhT-ydhU-ydhX	genic
194	allS inducible 1,allS inducible 2	allS	245686.0	246409.0	246111.0	17	13.8	0.434109	yafK,yafK-yafQ-dinJ	genic
195	allS inducible 1,allS inducible 2	allS	3466431.0	3467001.0	3466861.0	18	13.11	0.510404	bfr-bfd,gspB-gspA	genic
196	allS inducible 1,allS inducible 2	allS	4252428.0	4252802.0	4252618.0	19	12.29	0.419421	dgkA-lexA,ubiC-ubiA	genic
197	allS inducible 1,allS inducible 2	allS	408621.0	408971.0	408732.0	20	12.21	0.449612	ykiA,ykiD	genic
198	allS inducible 1,allS inducible 2	allS	576630.0	576952.0	576814.0	21	11.86	0.422277	insH-2,nmpC	genic
199	allS inducible 1,allS inducible 2	allS	1972191.0	1972689.0	1972378.0	22	11.53	0.470828	cheZ-cheY-cheB-cheR-tap-tar,flhE-flhA-flhB	genic
200	allS inducible 1,allS inducible 2	allS	4327464.0	4327791.0	4327671.0	23	11.46	0.481844	crfC-yjcZ,proP-pmrR	genic
201	allS inducible 1,allS inducible 2	allS	2051408.0	2052181.0	2051813.0	24	11.24	0.416157	yeeJ,yeeL	genic
202	allS inducible 1,allS inducible 2	allS	335021.0	335369.0	335154.0	25	10.83	0.312998	yahC,yahD-yahE-yahF-yahG	intergenic
203	allS inducible 1,allS inducible 2	allS	2629158.0	2629527.0	2629275.0	26	10.73	0.319461	yfgF,yfgG	intergenic
204	allS inducible 1,allS inducible 2	allS	4064203.0	4064402.0	4064313.0	27	10.65	0.307752	ompL,yihO-yihP	intergenic
205	allS inducible 1,allS inducible 2	allS	334232.0	334653.0	334440.0	28	10.44	0.304366	yahA,yahB	genic
206	allS inducible 1,allS inducible 2	allS	1502739.0	1503337.0	1503029.0	29	10.4	0.421461	insQ,ydcL	genic
207	allS inducible 1,allS inducible 2	allS	4568835.0	4569260.0	4569036.0	30	10.32	0.394125	yjiP,yjiR	genic
208	allS inducible 1,allS inducible 2	allS	1209065.0	1209279.0	1209157.0	31	9.43	0.28315	aaaE,tfaE-stfE	genic
209	allS inducible 1,allS inducible 2	allS	2484497.0	2484810.0	2484645.0	32	9.42	0.30151	evgL,yfdE	genic
210	allS inducible 1,allS inducible 2	allS	3098738.0	3099438.0	3098952.0	33	9.23	0.286822	rdgB-yggW,yggM	genic
211	allS inducible 1,allS inducible 2	allS	4360743.0	4360997.0	4360844.0	34	9.18	0.265397	cadA-cadB,cadC	genic
212	allS inducible 1,allS inducible 2	allS	136339.0	136648.0	136479.0	35	9.16	0.272134	speD,speD-speE	intergenic
213	allS inducible 1,allS inducible 2	allS	683086.0	683276.0	683161.0	36	8.88	0.256654	hscC,ybeU-djlC	genic
214	allS inducible 1,allS inducible 2	allS	802769.0	803061.0	802918.0	37	8.46	0.264382	ybhI,ybhJ	genic
215	argP inducible 1,argP inducible 2,argP inducible 3	argP	3068615.0	3069168.0	3068890.0	1	131.9	1.0	ygfI-yggE-argO,yggE-argO-mscS	intergenic
216	argP inducible 1,argP inducible 2,argP inducible 3	argP	1996626.0	1997163.0	1996894.0	2	75.35	1.0	sdiA,sdsN	intergenic
217	argP inducible 1,argP inducible 2,argP inducible 3	argP	1220057.0	1220921.0	1220306.0	3	40.13	0.84199	ycgH,ymgD-ymgG	genic
218	argP inducible 1,argP inducible 2,argP inducible 3	argP	2699690.0	2700258.0	2699980.0	4	39.53	0.941254	shoB,yfhL	intergenic
219	argP inducible 1,argP inducible 2	argP	3177669.0	3178118.0	3177857.0	5	34.16	1.0	tolC,yqiA-cpdA-yqiB	genic
220	argP inducible 1,argP inducible 2,argP inducible 3	argP	2990794.0	2991365.0	2991076.0	6	34.02	0.651493	ygeF,ygeG	intergenic
221	argP inducible 1,argP inducible 2,argP inducible 3	argP	1067691.0	1068115.0	1067890.0	7	30.75	0.771359	yccJ-wrbA,ymdF	intergenic
222	argP inducible 1,argP inducible 2,argP inducible 3	argP	2248378.0	2248892.0	2248615.0	8	29.24	1.0	lysP,yeiE	intergenic
223	argP inducible 1,argP inducible 2	argP	3385037.0	3385461.0	3385237.0	9	28.2	0.679612	argR,yhcN	intergenic
224	argP inducible 1,argP inducible 2,argP inducible 3	argP	3350236.0	3350777.0	3350509.0	10	25.03	0.920655	mtgA-elbB	intergenic
225	argP inducible 1,argP inducible 2	argP	3437795.0	3438190.0	3438000.0	11	24.05	0.704126	mscL,trkA	intergenic
226	argP inducible 1,argP inducible 2,argP inducible 3	argP	931952.0	932464.0	932200.0	12	23.97	0.758902	lrp,trxB	intergenic
227	argP inducible 1,argP inducible 2,argP inducible 3	argP	1677955.0	1678496.0	1678232.0	13	23.56	0.891371	pntB-pntA,ydgH	intergenic
228	argP inducible 1,argP inducible 2,argP inducible 3	argP	3455205.0	3455819.0	3455499.0	14	21.79	0.503336	gspC-gspD-gspE-gspF-gspG-gspH-gspI-gspJ-gspK-gspL-gspM-gspO,rplV-rpsS-rplB-rplW-rplD-rplC-rpsJ	intergenic
229	argP inducible 1,argP inducible 2,argP inducible 3	argP	1577040.0	1577514.0	1577279.0	15	21.23	0.87038	pqqL,yddB-yddA	genic
230	argP inducible 1,argP inducible 2,argP inducible 3	argP	4153040.0	4153568.0	4153296.0	16	19.89	0.91821	argC-argB-argH,ppc	intergenic
231	argP inducible 1,argP inducible 2,argP inducible 3	argP	3031564.0	3032000.0	3031779.0	17	18.4	0.652523	uacT,yqfG	genic
232	argP inducible 1,argP inducible 2,argP inducible 3	argP	2469189.0	2469923.0	2469696.0	18	16.88	0.224007	gtrA-gtrB-gtrS,yodE	genic
233	argP inducible 1,argP inducible 2	argP	2344127.0	2344728.0	2344449.0	19	16.44	0.616613	yfaL,ypaB	intergenic
234	argP inducible 1,argP inducible 2,argP inducible 3	argP	3320496.0	3320959.0	3320725.0	20	16.12	0.727416	argG,yhbX	genic
235	argP inducible 1,argP inducible 2,argP inducible 3	argP	3967488.0	3967897.0	3967688.0	21	15.97	0.467476	rhoL-rho-wecA,wecA-wzzE-wecB-wecC-rffG-rffH-wecD-wecE-wzxE-wzyE-wecG-wecF	intergenic
236	argP inducible 1,argP inducible 2,argP inducible 3	argP	2759602.0	2760138.0	2759864.0	22	15.19	0.680636	yfjI,yfjJ	genic
237	argP inducible 1,argP inducible 2,argP inducible 3	argP	945561.0	945942.0	945755.0	23	15.16	0.554239	ycaC,ycaD	intergenic
238	argP inducible 1,argP inducible 2,argP inducible 3	argP	1841726.0	1842050.0	1841879.0	24	14.85	0.434709	nudG,ynjH	genic
239	argP inducible 1,argP inducible 2	argP	4010822.0	4011127.0	4010960.0	25	14.72	0.430825	pldB-yigL,yigM	genic
240	argP inducible 1,argP inducible 2	argP	4610873.0	4611274.0	4611079.0	26	13.98	0.606417	osmY-ytjA,prfC	intergenic
241	argP inducible 1,argP inducible 2,argP inducible 3	argP	4373666.0	4373974.0	4373812.0	27	13.87	0.406068	yjeI,yjeJ	genic
242	argP inducible 1,argP inducible 2,argP inducible 3	argP	2405038.0	2405485.0	2405266.0	28	13.82	0.618262	nuoE-nuoC-nuoB-nuoA,nuoN-nuoM-nuoL-nuoK-nuoJ-nuoI-nuoH-nuoG-nuoF-nuoE-nuoC-nuoB-nuoA	intergenic
243	argP inducible 1,argP inducible 2,argP inducible 3	argP	480828.0	481347.0	481095.0	29	12.81	0.56233	acrB,hha-tomB	intergenic
244	argP inducible 1,argP inducible 2,argP inducible 3	argP	1580136.0	1580507.0	1580307.0	30	11.54	0.486843	ydeM,yneP	genic
245	argP inducible 1,argP inducible 2	argP	1809210.0	1809482.0	1809352.0	31	11.49	0.336408	ydjM,yniB	intergenic
246	argP inducible 2,argP inducible 3	argP	1812599.0	1813405.0	1812833.0	32	11.31	0.443287	ydjN,ydjO	genic
247	argP inducible 1,argP inducible 3	argP	3322253.0	3322729.0	3322498.0	33	11.22	0.747057	leuU,secG	genic
248	argP inducible 1,argP inducible 2,argP inducible 3	argP	1988445.0	1988812.0	1988609.0	34	11.15	0.371992	ftnA,yecR	intergenic
249	argP inducible 1,argP inducible 2,argP inducible 3	argP	3185845.0	3186185.0	3186075.0	35	11.07	0.610166	glgS,insC-5-insD-5-yqiH-yqiI-insCD5	genic
250	argP inducible 1,argP inducible 2,argP inducible 3	argP	954559.0	955018.0	954817.0	36	11.03	0.532499	pflB-focA	intergenic
251	argP inducible 1,argP inducible 2	argP	1084765.0	1085087.0	1084936.0	37	10.97	0.285922	phoH	intergenic
252	argP inducible 1,argP inducible 2	argP	592968.0	593460.0	593217.0	38	10.86	0.744359	nfrA-nfrB,nfrB	intergenic
253	argP inducible 1,argP inducible 2	argP	251962.0	252467.0	252251.0	39	10.76	0.442679	yafN-yafO-yafP,ykfJ-prfH	genic
254	argP inducible 1,argP inducible 2	argP	950097.0	950403.0	950252.0	40	10.51	0.226214	pflA,ycaK	genic
255	argP inducible 1,argP inducible 2	argP	1979349.0	1979979.0	1979610.0	41	10.41	0.545543	insB-5-insA-5-insAB5,uspC	intergenic
256	argP inducible 1,argP inducible 2	argP	532784.0	533140.0	532962.0	42	10.26	0.649542	allA,allR-gcl-hyi	intergenic
257	argP inducible 1,argP inducible 2,argP inducible 3	argP	1586343.0	1586715.0	1586538.0	43	10.2	0.467201	ydeO-safA,ydeP	intergenic
258	argP inducible 1,argP inducible 2	argP	2053398.0	2053705.0	2053556.0	44	10.02	0.444531	shiA-amn,yeeL	intergenic
259	argP inducible 1,argP inducible 2,argP inducible 3	argP	2025207.0	2025525.0	2025373.0	45	10.0	0.424547	dsrA,yedP	intergenic
260	argP inducible 1,argP inducible 2	argP	1481492.0	1481751.0	1481612.0	46	9.96	0.291505	azoR,ynbA-ynbB-ynbC-ynbD	genic
261	argP inducible 1,argP inducible 2,argP inducible 3	argP	2575811.0	2576247.0	2576030.0	47	9.91	0.512932	eutM-eutD-eutT-eutQ-eutP-eutS,maeB	intergenic
262	argP inducible 1,argP inducible 2	argP	568437.0	568879.0	568657.0	48	9.84	0.550341	emrE,ylcJ	intergenic
263	argP inducible 1,argP inducible 2,argP inducible 3	argP	2798489.0	2799085.0	2798676.0	49	9.74	0.34149	alaE,stpA	intergenic
264	argP inducible 1,argP inducible 2	argP	2785297.0	2785629.0	2785497.0	50	9.73	0.413899	ileY,ypjC	intergenic
265	argP inducible 1,argP inducible 2	argP	3079156.0	3079525.0	3079331.0	51	9.58	0.197573	epd-yggC-yggD,yggC-yggD-yggF-cmtA-cmtB-yggP	genic
266	argP inducible 1,argP inducible 2	argP	4374006.0	4374635.0	4374254.0	52	9.56	0.581978	yjeI,yjeJ	genic
267	argP inducible 1,argP inducible 2,argP inducible 3	argP	3110316.0	3110654.0	3110488.0	53	9.44	0.276456	pheV,yqhJ	genic
268	argP inducible 1,argP inducible 2,argP inducible 3	argP	2033367.0	2034150.0	2033623.0	54	9.21	0.562111	rseX,yedJ-yedR	intergenic
269	argP inducible 1,argP inducible 2	argP	1987339.0	1987573.0	1987445.0	55	9.19	0.268932	ftnB,yecJ	intergenic
270	argP inducible 1,argP inducible 2	argP	89360.0	89588.0	89473.0	56	9.14	0.267476	fruR-mraZ-rsmH-ftsL,mraZ-rsmH-ftsL	intergenic
271	argP inducible 1,argP inducible 2	argP	1497996.0	1498232.0	1498117.0	57	8.95	0.262136	opgD,ydcH	genic
272	argP inducible 1,argP inducible 2,argP inducible 3	argP	4233352.0	4233868.0	4233614.0	58	8.94	0.966489	lysC	intergenic
273	argP inducible 1,argP inducible 2	argP	2406983.0	2407386.0	2407137.0	59	8.93	0.379899	alaA,lrhA	intergenic
274	argP inducible 1,argP inducible 2	argP	3552697.0	3553224.0	3553011.0	60	8.74	0.634081	malQ-malP,malT	intergenic
275	argP inducible 1,argP inducible 2,argP inducible 3	argP	4268270.0	4269283.0	4268523.0	61	8.7	0.464428	tyrB,yjbS	intergenic
276	argP inducible 1,argP inducible 2,argP inducible 3	argP	3792391.0	3792911.0	3792633.0	62	8.56	0.738211	tdh-kbl,waaH-tdh-kbl	intergenic
277	argP inducible 1,argP inducible 2	argP	3050735.0	3051179.0	3050967.0	63	8.51	0.373041	gcvH-gcvT,yqfI	intergenic
278	argP inducible 1,argP inducible 2	argP	3418124.0	3418528.0	3418330.0	64	8.49	0.533145	acrE-acrF,yhdV	intergenic
279	argP inducible 1,argP inducible 2,argP inducible 3	argP	2023283.0	2023857.0	2023579.0	65	8.41	0.866182	fliL-fliM-fliN-fliO-fliP-fliQ-fliR,rcsA	genic
280	argP inducible 1,argP inducible 2,argP inducible 3	argP	661417.0	661739.0	661600.0	66	8.36	0.24466	lipB,ybeF	intergenic
281	argP inducible 1,argP inducible 2,argP inducible 3	argP	3551148.0	3551581.0	3551357.0	67	8.35	0.765841	malP,malQ	genic
282	argP inducible 1,argP inducible 2	argP	3665680.0	3666234.0	3666097.0	68	8.1	0.148786	gadX,gadX-gadA	intergenic
283	argP inducible 1,argP inducible 3	argP	4049839.0	4050074.0	4049963.0	69	7.9	0.16432	spf,yihA	genic
284	argP inducible 1,argP inducible 2	argP	2085342.0	2085862.0	2085549.0	70	7.81	0.541045	sbcB,yeeD-yeeE	intergenic
285	argP inducible 1,argP inducible 2,argP inducible 3	argP	1575972.0	1576377.0	1576228.0	71	7.38	0.347552	pqqL,yddB-yddA	genic
286	argP inducible 1,argP inducible 2	argP	4220522.0	4220847.0	4220687.0	72	7.37	0.295374	aceK,arpA	genic
287	argP inducible 1,argP inducible 2	argP	2785804.0	2786759.0	2786459.0	73	7.36	0.287325	ileY,ygaQ	intergenic
288	argP inducible 1,argP inducible 2	argP	3146236.0	3146607.0	3146422.0	74	7.22	0.468701	hybA-hybO,yghW	intergenic
289	argP inducible 1,argP inducible 2	argP	1941973.0	1942174.0	1942091.0	75	7.18	0.210194	lpxM-mepM,znuC-znuB	genic
290	argP inducible 1,argP inducible 2	argP	1125252.0	1125547.0	1125419.0	76	7.12	0.339052	mdtH,rimJ-yceH-yceM-murJ	intergenic
291	argP inducible 1,argP inducible 2	argP	3244831.0	3245247.0	3245044.0	77	7.05	0.796911	exuT	intergenic
292	argP inducible 1,argP inducible 3	argP	20958.0	21261.0	21161.0	78	7.04	0.206068	rpsT,yaaY	intergenic
293	argP inducible 1,argP inducible 2	argP	47086.0	47311.0	47191.0	79	6.98	0.188835	kefF-kefC-folA,yaaU	intergenic
294	argP inducible 1,argP inducible 2	argP	4577065.0	4577777.0	4577568.0	80	6.95	0.495314	mcrC-mcrB,yjiV	genic
295	argP inducible 1,argP inducible 2	argP	2903453.0	2904086.0	2903720.0	81	6.93	0.143204	queE,yqcE-ygcE	intergenic
296	argP inducible 1,argP inducible 2	argP	2269557.0	2269909.0	2269739.0	82	6.92	0.331359	lpxT,mepS	intergenic
297	argP inducible 1,argP inducible 2	argP	3584525.0	3584903.0	3584740.0	83	6.87	0.395106	yrhB,yrhD	intergenic
298	argP inducible 1,argP inducible 2	argP	1802865.0	1803294.0	1803086.0	84	6.86	0.566459	arpB,pheM-rplT-rpmI-infC-thrS	intergenic
299	argP inducible 1,argP inducible 2	argP	258971.0	259218.0	259090.0	85	6.81	0.199272	insA9,phoE	genic
300	argP inducible 1,argP inducible 2,argP inducible 3	argP	2154149.0	2154356.0	2154262.0	86	6.79	0.198786	baeS-baeR,mdtA	genic
301	argP inducible 1,argP inducible 2	argP	3361844.0	3362321.0	3362091.0	87	6.77	0.29335	gltF,yhcA-yhcD	intergenic
302	argP inducible 1,argP inducible 2	argP	3250232.0	3250717.0	3250492.0	88	6.71	0.852163	yqjE-yqjK,yqjF	intergenic
303	argP inducible 1,argP inducible 2,argP inducible 3	argP	2989135.0	2989717.0	2989313.0	89	6.7	0.167537	yqeI-yqeJ,yqeL	genic
304	argP inducible 1,argP inducible 2	argP	2444610.0	2444840.0	2444739.0	90	6.66	0.164078	mnmC,yfcL-epmC-yfcA-mepA-aroC	genic
305	argP inducible 1,argP inducible 2,argP inducible 3	argP	2942374.0	2942899.0	2942633.0	91	6.62	0.688133	rlmM-ygdD,rlmM-ygdD-gcvA	intergenic
306	argP inducible 1,argP inducible 2	argP	3797200.0	3797855.0	3797438.0	92	6.62	0.241922	hldD-waaF-waaC-waaL,yibX	genic
307	argP inducible 1,argP inducible 2	argP	1618871.0	1619272.0	1619068.0	93	6.53	0.547642	marC,marR-marA-marB	intergenic
308	argP inducible 1,argP inducible 2	argP	3283804.0	3284186.0	3284007.0	94	6.43	0.458764	agaS-kbaY-agaB-agaC-agaD-agaI,yraH	genic
309	argP inducible 1,argP inducible 2	argP	4041913.0	4042116.0	4042016.0	95	6.42	0.187864	mobB-mobA	intergenic
310	argP inducible 1,argP inducible 2	argP	233949.0	234354.0	234158.0	96	6.4	0.397348	gloB,mltD	genic
311	argP inducible 1,argP inducible 2	argP	1509370.0	1509615.0	1509479.0	97	6.33	0.185194	ydcQ-hicA,ydcR	intergenic
312	argP inducible 1,argP inducible 2	argP	2052305.0	2052678.0	2052494.0	98	6.33	0.489767	yeeJ,yeeL	genic
313	argP inducible 1,argP inducible 2	argP	3574811.0	3575177.0	3575017.0	99	6.32	0.548092	asd,glgB-asd	intergenic
314	argP inducible 1,argP inducible 2	argP	427064.0	427481.0	427271.0	100	6.21	0.546743	yajC-secD,yajD	genic
315	argP inducible 1,argP inducible 2	argP	3890410.0	3890669.0	3890565.0	101	6.16	0.339981	mdtL,tnaB	genic
316	argP inducible 1,argP inducible 2	argP	3890030.0	3890252.0	3890143.0	102	6.14	0.179854	tnaB,tnaC	genic
317	argP inducible 1,argP inducible 2	argP	2481931.0	2482245.0	2482109.0	103	6.08	0.431273	dsdA,emrY-emrK	genic
318	argP inducible 1,argP inducible 2	argP	4474748.0	4474958.0	4474856.0	104	6.08	0.177913	tabA,yjgJ	intergenic
319	argP inducible 1,argP inducible 2	argP	3765976.0	3766235.0	3766095.0	105	5.94	0.174029	rhsA-yibA,yibA	genic
320	argP inducible 1,argP inducible 2	argP	1896584.0	1897059.0	1896820.0	106	5.79	0.809281	sdaA,sdaA-yoaD	intergenic
321	argP inducible 1,argP inducible 2	argP	2654860.0	2655053.0	2654967.0	107	5.68	0.166262	pepB,sseB	intergenic
322	argP inducible 1,argP inducible 2	argP	2174843.0	2175239.0	2175087.0	108	5.55	0.16165	gatC-gatB-gatA,gatR	genic
323	argP inducible 1,argP inducible 2	argP	4064106.0	4064460.0	4064294.0	109	5.52	0.433223	ompL,yihN	genic
324	argP inducible 1,argP inducible 2	argP	3216396.0	3216705.0	3216565.0	110	5.46	0.459739	yqjH,yqjI	intergenic
325	argP inducible 1,argP inducible 2	argP	4476184.0	4477158.0	4476391.0	111	5.4	0.337785	argI,yjgL	genic
326	argP inducible 1,argP inducible 2	argP	1447148.0	1447752.0	1447510.0	112	5.17	0.912737	feaB,tynA	intergenic
327	argP inducible 1,argP inducible 2	argP	754520.0	754999.0	754763.0	113	5.16	0.670815	gltA	genic
328	argR native 1,argR native 2	argR	4153957.0	4155346.0	4154890.0	1	98.71	1.0	argC-argB-argH,argE	intergenic
329	argR native 1,argR native 2	argR	29282.0	30055.0	29617.0	2	93.7	0.949205	carA-carB	intergenic
330	argR native 1,argR native 2	argR	2948413.0	2949734.0	2949230.0	3	78.33	0.793468	argA,recB	intergenic
331	argR native 1,argR native 2	argR	4472302.0	4472998.0	4472646.0	4	71.66	0.725972	ridA-pyrI-pyrB-pyrL,yjgH	intergenic
332	argR native 1,argR native 2	argR	4477473.0	4478972.0	4478340.0	5	68.09	0.690068	argI,yjgL	intergenic
333	argR native 1,argR native 2	argR	3384256.0	3385018.0	3384655.0	6	66.23	0.670922	argR	intergenic
334	argR native 1,argR native 2	argR	903405.0	904185.0	903795.0	7	48.5	0.491357	artM-artQ-artI-artP	intergenic
335	argR native 1,argR native 2	argR	742338.0	743039.0	742681.0	8	44.66	0.453064	dtpD,ybgI-ybgJ-ybgK-ybgL-nei	intergenic
336	argR native 1,argR native 2	argR	2430585.0	2431183.0	2430887.0	9	37.45	0.379342	dedD,ubiX-purF-cvpA	intergenic
337	argR native 1,argR native 2	argR	900375.0	900996.0	900644.0	10	35.34	0.361062	artJ,artM-artQ-artI-artP	intergenic
338	argR native 1,argR native 2	argR	3353829.0	3354876.0	3354546.0	11	31.72	0.321313	gltB-gltD-gltF,gltF	intergenic
339	argR native 1,argR native 2	argR	932111.0	932652.0	932371.0	12	30.76	0.311632	ftsK,lrp	intergenic
340	argR native 1,argR native 2	argR	2426442.0	2427250.0	2426892.0	13	30.66	0.310622	hisP-hisM-hisQ-hisJ,hisP-hisM-hisQ-hisJ-argT	intergenic
341	argR native 1,argR native 2	argR	3489867.0	3490637.0	3490239.0	14	30.23	0.30626	argD,argD-pabA	intergenic
342	argR native 1,argR native 2	argR	848881.0	849448.0	849173.0	15	30.05	0.304399	dps,rhtA	intergenic
343	argR native 1,argR native 2	argR	121429.0	122249.0	121796.0	16	29.48	0.301117	aroP,pdhR	intergenic
344	argR native 1,argR native 2	argR	2416761.0	2417254.0	2417020.0	17	23.02	0.233232	pta,yfcC	intergenic
